"id","date","type","seller","description","price","quantity","currency","created_at","updated_at","company_expense","tax","expense_category_id","paid_by_others"
"163","2022-09-03","Hobby","ido","Büyükada gidiş geliş.","35.00","2.00","₺","2022-09-04 07:56:53","2022-09-04 07:56:53",NULL,NULL,"14",NULL
"164","2022-09-03","Alcohol","Yücetepe Kır Gazinosu","FOKK gezisi bira.","55.00","2.00","₺","2022-09-04 07:58:10","2022-09-04 07:58:10",NULL,NULL,"10",NULL
"165","2022-09-03","Alcohol","Yiğit Tekel","Bira ve volim.","178.00","1.00","₺","2022-09-04 07:59:26","2022-09-04 07:59:26",NULL,NULL,"10",NULL
"166","2022-09-04","Coffee","Starbucks","Yeşimto ile kahve.","67.50","1.00","₺","2022-09-04 13:11:25","2022-09-04 13:11:25",NULL,NULL,"11",NULL
"167","2022-09-04","Meal","Doğa Restorant","Yeşim ve İsa ile akşam yemeği.","381.60","1.00","₺","2022-09-04 17:33:59","2022-09-04 17:33:59",NULL,NULL,"3",NULL
"168","2022-09-04","Collection","D&R","Kafkaokur ve Metal Simyacı","60.00","1.00","₺","2022-09-04 17:34:52","2022-09-04 17:34:52",NULL,NULL,"4",NULL
"169","2022-09-04","Coffee","Starbucks","Decaf kahve.","21.50","1.00","₺","2022-09-04 17:35:19","2022-09-04 17:35:19",NULL,NULL,"11",NULL
"170","2022-09-05","Meal","Köfteci Yusuf","Akşam yemeği.","55.00","1.00","₺","2022-09-05 15:26:42","2022-09-05 15:26:42",NULL,NULL,"3",NULL
"171","2022-09-05","Coffee","Starbucks","Decaf kahve.","21.50","1.00","₺","2022-09-05 16:54:31","2022-09-05 16:54:31",NULL,NULL,"11",NULL
"172","2022-09-05","Hobby","Decathlon","Açılır masa.","290.00","1.00","₺","2022-09-05 16:55:33","2022-09-05 16:55:33",NULL,NULL,"14",NULL
"173","2022-09-06","Alcohol","262 Live","İki bira.","50.00","2.00","₺","2022-09-06 05:33:52","2022-09-06 05:33:52",NULL,NULL,"10",NULL
"174","2022-09-08","Alcohol","262 Live","Bira ve çerez","110.00","1.00","₺","2022-09-09 13:51:11","2022-09-09 13:51:11",NULL,NULL,"10",NULL
"175","2022-09-06","Alcohol","262 Live","4 bira.","180.00","1.00","₺","2022-09-09 13:51:48","2022-09-09 13:51:48",NULL,NULL,"10",NULL
"176","2022-09-09","Coffee","Starbucks","Decaf kahve.","29.00","1.00","₺","2022-09-09 14:33:37","2022-09-09 14:33:37",NULL,NULL,"11",NULL
"177","2022-09-10","Coffee","Starbucks","kahve.","26.00","1.00","₺","2022-09-10 11:17:13","2022-09-10 11:17:13",NULL,NULL,"11",NULL
"178","2022-09-10","Savings","Hasan Adil Yaman","Myra Peşinat.","5900.00","1.00","₺","2022-09-10 11:18:33","2022-09-10 11:18:33",NULL,NULL,"8",NULL
"179","2022-09-21","Fuel","Opet","129759. km yakıt.","19.32","33.64","₺","2022-09-21 21:28:37","2022-09-21 21:28:37",NULL,NULL,"2",NULL
"180","2022-09-21","Market","Opet","Abur cubur.","69.00","1.00","₺","2022-09-21 21:29:14","2022-09-21 21:29:14",NULL,NULL,"1",NULL
"181","2022-09-24","Alcohol","262 Live","4 bira.","172.00","1.00","₺","2022-09-25 12:40:59","2022-09-25 12:40:59",NULL,NULL,"10",NULL
"182","2022-09-25","Coffee","Starbucks","Decaf kahve.","26.00","1.00","₺","2022-09-25 12:50:46","2022-09-25 12:50:46",NULL,NULL,"11",NULL
"183","2022-09-25","Meal","Burger King","Steak burger.","70.00","1.00","₺","2022-09-25 15:08:28","2022-09-25 15:08:28",NULL,NULL,"3",NULL
"184","2022-09-25","Coffee","Starbucks","Kahve ve mozaik pasta.","63.00","1.00","₺","2022-09-25 15:09:28","2022-09-25 15:09:28",NULL,NULL,"11",NULL
"185","2022-09-25","Market","A101","Resim defteri kalem.","31.40","1.00","₺","2022-09-25 15:10:14","2022-09-25 15:10:14",NULL,NULL,"1",NULL
"186","2022-09-25","Collection","Kitapçı","Eskişehir'den kitaplar aldım.","329.85","1.00","₺","2022-09-25 18:18:16","2022-09-25 18:18:16",NULL,NULL,"4",NULL
"187","2022-09-25","Accommodation","Seda Termal Otel","Eskişehir'de 1 gecelik konaklama.","200.00","1.00","₺","2022-09-26 09:39:08","2022-09-26 09:39:08",NULL,NULL,"16",NULL
"188","2022-09-25","Alcohol","Varil Bar","2 bira ve çerez.","175.00","1.00","₺","2022-09-26 09:40:17","2022-09-26 09:40:17",NULL,NULL,"10",NULL
"189","2022-09-26","Meal","Adımlar Kitap Kafe","Kahvaltı.","144.00","1.00","₺","2022-09-26 11:14:55","2022-09-26 11:14:55",NULL,NULL,"3",NULL
"190","2022-09-26","Fuel","Opet","130300km akaryakıt.","19.33","37.77","₺","2022-09-27 06:02:42","2022-09-27 06:02:42",NULL,NULL,"2",NULL
"191","2022-09-29","Alcohol","262 Live","Bira","40.00","2.00","₺","2022-09-29 20:32:31","2022-09-29 20:32:31",NULL,NULL,"10",NULL
"192","2022-09-29","Benefaction","Mustafa Yıldızhan","Mustafa'ya düğün için 10k borç.","10000.00","1.00","₺","2022-09-30 16:19:40","2022-09-30 16:19:40",NULL,NULL,"7",NULL
"193","2022-10-02","Coffee","Starbucks","Decaf kahve.","26.00","1.00","₺","2022-10-02 14:37:41","2022-10-02 14:37:41",NULL,NULL,"11",NULL
"194","2022-10-02","Fuel","Opet","131070. km yakıt.","19.34","37.61","₺","2022-10-02 14:38:51","2022-10-02 14:38:51",NULL,NULL,"2",NULL
"195","2022-10-03","Alcohol","Bakkal","2 Efes özel seri.","30.00","2.00","₺","2022-10-04 05:39:18","2022-10-04 05:39:18",NULL,NULL,"10",NULL
"196","2022-10-04","Meal","Shell","Kahvaltı.","53.40","1.00","₺","2022-10-04 05:39:40","2022-10-04 05:39:40",NULL,NULL,"3",NULL
"197","2022-10-06","Coffee","Starbucks","kahve.","26.00","1.00","₺","2022-10-06 05:06:21","2022-10-06 05:06:21",NULL,NULL,"11",NULL
"198","2022-10-05","Alcohol","262 Live","Bi bira","40.00","1.00","₺","2022-10-06 05:13:22","2022-10-06 05:13:22",NULL,NULL,"10",NULL
"199","2022-10-06","Fuel","Petrol Ofisi","131500. km yakıt.","19.68","28.47","₺","2022-10-06 15:30:45","2022-10-06 15:30:45",NULL,NULL,"2",NULL
"200","2022-10-06","Transportation","Kral Oto","Araç yağ değişimi, baskı balata değişimi, buji ve filtre değişimleri.","2700.00","1.00","₺","2022-10-06 19:10:51","2022-10-06 19:10:51",NULL,NULL,"6",NULL
"201","2022-10-07","Meal","Altıntaş Börek","Soğuk sandiviç meyve suyu.","16.00","1.00","₺","2022-10-07 04:02:29","2022-10-07 04:02:29",NULL,NULL,"3",NULL
"202","2022-10-05","Meal","Altıntaş Börek","Soğuk sandiviç.","10.00","1.00","₺","2022-10-07 04:02:52","2022-10-07 04:02:52",NULL,NULL,"3",NULL
"203","2022-10-06","Alcohol","262 Live","2 bira","40.00","2.00","₺","2022-10-07 04:03:18","2022-10-07 04:03:18",NULL,NULL,"10",NULL
"204","2022-10-07","Meal","SAÜ","Çay çikolata.","9.50","1.00","₺","2022-10-07 13:50:42","2022-10-07 13:50:42",NULL,NULL,"3",NULL
"205","2022-09-25","Collection","İnsancıl Sahaf","Toplu kitap alımı.","329.85","1.00","₺","2022-10-09 09:37:39","2022-10-09 09:37:39",NULL,NULL,"4",NULL
"206","2022-10-09","Benefaction","LC Waikiki","Emre'ye doğum günü hediyesi gömlek.","299.99","1.00","₺","2022-10-09 09:50:36","2022-10-09 09:50:36",NULL,NULL,"7",NULL
"207","2022-10-09","Market","Total","cips","25.00","1.00","₺","2022-10-10 04:51:47","2022-10-10 04:51:47",NULL,NULL,"1",NULL
"208","2022-10-10","Meal","Altıntaş Börek","Soğuk sandiviç, meyve suyu.","16.00","1.00","₺","2022-10-10 04:52:45","2022-10-10 04:52:45",NULL,NULL,"3",NULL
"209","2022-10-09","Collection","Migros","Kitap","68.90","1.00","₺","2022-10-10 04:53:17","2022-10-10 04:53:17",NULL,NULL,"4",NULL
"210","2022-10-09","Meal","KFC","Akşam yemeği.","90.00","1.00","₺","2022-10-10 05:59:03","2022-10-10 05:59:03",NULL,NULL,"3",NULL
"211","2022-10-10","Market","Akademi Market","Yaren'e ev alışverişi.","63.75","1.00","₺","2022-10-10 15:25:12","2022-10-10 15:25:12",NULL,NULL,"1",NULL
"212","2022-10-11","Market","File","Market alışverişi.","357.10","1.00","₺","2022-10-11 10:51:21","2022-10-11 10:51:21",NULL,NULL,"1",NULL
"213","2022-10-11","Market","Migros","Market alışverişi.","51.25","1.00","₺","2022-10-11 10:52:06","2022-10-11 10:52:06",NULL,NULL,"1",NULL
"214","2022-10-11","Market","A101","Market alışverişi.","29.11","1.00","₺","2022-10-11 10:52:27","2022-10-11 10:52:27",NULL,NULL,"1",NULL
"215","2022-10-13","Alcohol","262 Live","2 bira","45.00","2.00","₺","2022-10-13 19:47:28","2022-10-13 19:47:28",NULL,NULL,"10",NULL
"216","2022-10-14","Alcohol","262 Live","2 bira","45.00","2.00","₺","2022-10-14 20:03:16","2022-10-14 20:03:16",NULL,NULL,"10",NULL
"217","2022-10-16","Meal","Burger King","Steak House.","83.00","1.00","₺","2022-10-16 15:48:32","2022-10-16 15:48:32",NULL,NULL,"3",NULL
"218","2022-10-16","Coffee","Starbucks","kahve.","29.00","1.00","₺","2022-10-16 15:48:48","2022-10-16 15:48:48",NULL,NULL,"11",NULL
"219","2022-10-16","Market","A101","5lt 2 adet su.","7.50","2.00","₺","2022-10-16 15:49:49","2022-10-16 15:49:49",NULL,NULL,"1",NULL
"220","2022-10-17","Meal","Shell","Kahvaltı.","54.00","1.00","₺","2022-10-17 07:07:43","2022-10-17 07:07:43",NULL,NULL,"3",NULL
"221","2022-10-17","Tax-Penalty Charge","SAÜ","Araç kapı kayıt parası yıllık.","200.00","1.00","₺","2022-10-17 16:16:38","2022-10-17 16:16:38",NULL,NULL,"13",NULL
"222","2022-10-17","Meal","Katık","Akşam yemeği.","41.00","1.00","₺","2022-10-17 16:17:23","2022-10-17 16:17:23",NULL,NULL,"3",NULL
"223","2022-10-17","Coffee","Starbucks","kahve.","26.00","1.00","₺","2022-10-17 17:00:44","2022-10-17 17:00:44",NULL,NULL,"11",NULL
"224","2022-10-19","Meal","Otosan","Karta para yükleme.","50.00","1.00","₺","2022-10-20 06:10:56","2022-10-20 06:10:56",NULL,NULL,"3",NULL
"225","2022-10-18","Coffee","Starbucks","decaf kahve.","26.00","1.00","₺","2022-10-20 06:11:21","2022-10-20 06:11:21",NULL,NULL,"11",NULL
"226","2022-10-20","Meal","Altıntaş Börek","Kahvaltı.","16.00","1.00","₺","2022-10-20 06:12:29","2022-10-20 06:12:29",NULL,NULL,"3",NULL
"227","2022-10-20","Clothes","LCW","T-shirt","79.99","1.00","₺","2022-10-20 15:57:27","2022-10-20 15:57:27",NULL,NULL,"15",NULL
"228","2022-10-20","Market","Watsons","Islak mendil.","12.95","1.00","₺","2022-10-20 15:58:54","2022-10-20 15:58:54",NULL,NULL,"1",NULL
"229","2022-10-13","Fuel","Opet","132115 km yakıt.","20.71","38.15","₺","2022-10-21 06:52:14","2022-10-21 06:52:14",NULL,NULL,"2",NULL
"230","2022-10-06","Meal
","Taka Sushi","Sushi.","209.00","1.00","₺","2022-10-21 06:56:31","2022-10-21 06:56:31",NULL,NULL,"17",NULL
"231","2022-10-12","Meal","Taka Sushi","Sushi.","175.00","1.00","₺","2022-10-21 06:57:42","2022-10-21 06:57:42",NULL,NULL,"3",NULL
"232","2022-10-22","Meal","Medical Park","Kahvaltı.","50.00","1.00","₺","2022-10-22 08:10:37","2022-10-22 08:10:37",NULL,NULL,"3",NULL
"233","2022-10-22","Health","Medical Park","Dermatoloji ve Göğüs cerrahisi muayne.","15.00","2.00","₺","2022-10-22 08:12:10","2022-10-22 08:12:10",NULL,NULL,"9",NULL
"234","2022-10-22","Health","Kartepe Diş Sağlığı Merkezi","Diş röntgeni.","100.00","1.00","₺","2022-10-22 09:47:18","2022-10-22 09:47:18",NULL,NULL,"9",NULL
"235","2022-10-22","Fuel","Opet","132672 km yakıt.","20.77","36.11","₺","2022-10-22 17:27:19","2022-10-22 17:27:19",NULL,NULL,"2",NULL
"236","2022-10-23","Meal","Popeyes","Akşam yemeği.","56.00","1.00","₺","2022-10-23 15:09:33","2022-10-23 15:09:33",NULL,NULL,"3",NULL
"237","2022-10-23","Collection","D&R","2 kitap.","68.00","1.00","₺","2022-10-23 15:32:01","2022-10-23 15:32:01",NULL,NULL,"4",NULL
"238","2022-10-26","Meal","Altıntaş Börek","Kahvaltı.","16.00","1.00","₺","2022-10-26 11:49:21","2022-10-26 11:49:21",NULL,NULL,"3",NULL
"239","2022-10-25","Benefaction","Bim","Yaren'lere market alışverişi.","387.04","1.00","₺","2022-10-26 11:52:13","2022-10-26 11:52:13",NULL,NULL,"7",NULL
"240","2022-10-27","Market","Migros","Cips ve mandal.","34.29","1.00","₺","2022-10-27 13:26:46","2022-10-27 13:26:46",NULL,NULL,"1",NULL
"241","2022-10-27","Collection","A101","2 kitap.","9.95","2.00","₺","2022-10-27 16:26:23","2022-10-27 16:26:23",NULL,NULL,"4",NULL
"242","2022-10-27","Market","A101","Cips.","10.00","1.00","₺","2022-10-27 16:26:54","2022-10-27 16:26:54",NULL,NULL,"1",NULL
"243","2022-10-28","Barber","Murat Söyük","Tıraş.","100.00","1.00","₺","2022-10-28 11:53:43","2022-10-28 11:53:43",NULL,NULL,"12",NULL
"244","2022-10-29","Meal","Yakamoz Tantuni","Akşam yemeği.","115.00","1.00","₺","2022-10-29 17:01:31","2022-10-29 17:01:31",NULL,NULL,"3",NULL
"245","2022-10-29","Hobby","Alver Tango","Milonga.","50.00","1.00","₺","2022-10-29 17:02:01","2022-10-29 17:02:01",NULL,NULL,"14",NULL
"246","2022-10-29","Coffee","Alver Tango","Çay.","10.00","1.00","₺","2022-10-29 17:02:20","2022-10-29 17:02:20",NULL,NULL,"11",NULL
"247","2022-10-30","Fuel","Opet","133262. Km","20.79","38.00","₺","2022-10-30 17:17:55","2022-10-30 17:17:55",NULL,NULL,"2",NULL
"248","2022-10-31","Meal","Yemekhane","Çay kahve parası.","150.00","1.00","₺","2022-10-31 11:09:14","2022-10-31 11:09:14",NULL,NULL,"3",NULL
"249","2022-10-31","Tax-Penalty Charge","TüvTürk","Araç egzoz ve muayene ücretleri.","731.89","1.00","₺","2022-10-31 13:21:09","2022-10-31 13:21:09",NULL,NULL,"13",NULL
"250","2022-10-31","Collection","Kitapçı","10 adet tasavvuf kitabı.","20.00","10.00","₺","2022-10-31 15:27:58","2022-10-31 15:27:58",NULL,NULL,"4",NULL
"251","2022-10-31","Meal","Katık","Akşam yemeği.","45.00","1.00","₺","2022-10-31 16:02:43","2022-10-31 16:02:43",NULL,NULL,"3",NULL
"252","2022-11-01","Alcohol","262 Live","2 bira","45.00","2.00","₺","2022-11-01 20:34:02","2022-11-01 20:34:02",NULL,NULL,"10",NULL
"253","2022-11-01","Coffee","Rapodi","Kahve ve çay.","40.00","1.00","₺","2022-11-01 20:34:35","2022-11-01 20:34:35",NULL,NULL,"11",NULL
"254","2022-11-01","Meal","SAÜ","Tost çay.","30.00","1.00","₺","2022-11-01 20:35:04","2022-11-01 20:35:04",NULL,NULL,"3",NULL
"255","2022-11-01","Meal","Pizza Piece","Pizza ve kola.","60.00","1.00","₺","2022-11-01 20:35:30","2022-11-01 20:35:30",NULL,NULL,"3",NULL
"256","2022-11-01","Meal","Pilavcı","Pilav ayran.","31.00","1.00","₺","2022-11-02 08:40:05","2022-11-02 08:40:05",NULL,NULL,"3",NULL
"257","2022-10-30","Hobby","Bim","Mangal malzemeleri.","106.00","1.00","₺","2022-11-02 12:11:00","2022-11-02 12:11:00",NULL,NULL,"14",NULL
"258","2022-10-16","Hobby","Migros","Çiçek ve kitap.","130.48","1.00","₺","2022-11-02 12:17:32","2022-11-02 12:17:32",NULL,NULL,"14",NULL
"259","2022-11-03","Bills","Vodafone","UK Telefon faturası.","18.49","1.00","£","2022-11-03 10:50:20","2022-11-03 10:50:20",NULL,NULL,"18",NULL
"260","2022-11-03","Meal","Tavuk Dünyası","Kekiklim soda.","99.00","1.00","₺","2022-11-03 17:18:26","2022-11-03 17:18:26",NULL,NULL,"3",NULL
"261","2022-11-03","Alcohol","262 Live","2 bira","45.00","2.00","₺","2022-11-03 20:34:38","2022-11-03 20:34:38",NULL,NULL,"10",NULL
"262","2022-11-03","Meal","McDonald's","Köfte burger.","35.00","1.00","₺","2022-11-03 20:35:27","2022-11-03 20:35:27",NULL,NULL,"3",NULL
"263","2022-11-05","Coffee","Starbucks","2 kahve.","55.00","1.00","₺","2022-11-05 12:24:29","2022-11-05 12:24:29",NULL,NULL,"11",NULL
"264","2022-11-05","Meal","Pişkin Simit","Kahvaltı.","72.00","1.00","₺","2022-11-05 12:24:47","2022-11-05 12:24:47",NULL,NULL,"3",NULL
"265","2022-11-05","Health","Kartepe Diş Sağlığı Merkezi","Kaplama diş bedeli.","2100.00","1.00","₺","2022-11-05 12:25:12","2022-11-05 12:25:12",NULL,NULL,"9",NULL
"266","2022-11-05","Benefaction","Gülce Mustafa","Düğün hediyesi.","200.00","1.00","₺","2022-11-05 17:38:37","2022-11-05 17:38:37",NULL,NULL,"7",NULL
"267","2022-11-05","Fuel","Opet","133680. Km","22.83","26.30","₺","2022-11-05 23:28:24","2022-11-05 23:28:24",NULL,NULL,"2",NULL
"268","2022-11-05","Alcohol","Babel","2 bira","65.00","2.00","₺","2022-11-06 16:38:47","2022-11-06 16:38:47",NULL,NULL,"10",NULL
"269","2022-11-06","Market","A101","Soda","34.60","1.00","₺","2022-11-06 19:09:47","2022-11-06 19:09:47",NULL,NULL,"1",NULL
"270","2022-10-22","Health","Özcan Eczanesi","İlaç parası.","126.00","1.00","₺","2022-11-07 07:19:01","2022-11-07 07:19:01",NULL,NULL,"9",NULL
"271","2022-10-22","Electronic","A101","Akım korumalı 3'lü priz.","129.95","1.00","₺","2022-11-07 07:20:28","2022-11-07 07:20:28",NULL,NULL,"19",NULL
"272","2022-11-07","Hobby","Fitlife Sembol AVM","1 yıllık spor salonu üyeliği.","3750.00","1.00","₺","2022-11-07 17:12:47","2022-11-07 17:12:47",NULL,NULL,"14",NULL
"273","2022-11-07","Meal","Popeyes","Akşam yemeği.","72.00","1.00","₺","2022-11-07 17:13:02","2022-11-07 17:13:02",NULL,NULL,"3",NULL
"274","2022-11-07","Coffee","Starbucks","Decaf kahve.","26.00","1.00","₺","2022-11-07 17:13:20","2022-11-07 17:13:20",NULL,NULL,"11",NULL
"275","2022-11-07","Collection","D&R","Popular Science dergisi ve GenZ'ye kitap ayraçı.","28.00","1.00","₺","2022-11-07 17:14:44","2022-11-07 17:14:44",NULL,NULL,"4",NULL
"276","2022-11-07","Alcohol","262 Live","3 bira çerez.","135.00","1.00","₺","2022-11-07 20:44:45","2022-11-07 20:44:45",NULL,NULL,"10",NULL
"277","2022-11-08","Coffee","Starbucks","kahve.","26.00","1.00","₺","2022-11-08 13:43:25","2022-11-08 13:43:25",NULL,NULL,"11",NULL
"278","2022-11-08","Accommodation","Aylin Coşgun","Myra Ev tadilat işleri için Aylin'e gönderildi.","282.00","1.00","₺","2022-11-08 13:56:53","2022-11-08 13:56:53",NULL,NULL,"16",NULL
"279","2022-11-08","Collection","Kitapçı","Kitap.","396.00","1.00","₺","2022-11-08 15:13:33","2022-11-08 15:13:33",NULL,NULL,"4",NULL
"280","2022-11-07","Meal","Pilavcı","Pilav ve çiğ köfte.","52.00","1.00","₺","2022-11-08 15:15:11","2022-11-08 15:15:11",NULL,NULL,"3",NULL
"281","2022-11-08","Meal","Yakamoz Tantuni","Çiğ köfte","17.00","1.00","₺","2022-11-08 20:48:14","2022-11-08 20:48:14",NULL,NULL,"3",NULL
"282","2022-11-08","Alcohol","262 Live","2 bira","45.00","2.00","₺","2022-11-08 20:48:46","2022-11-08 20:48:46",NULL,NULL,"10",NULL
"283","2022-11-10","Coffee","Starbucks","Decaf kahve.","26.00","1.00","₺","2022-11-11 07:12:31","2022-11-11 07:12:31",NULL,NULL,"11",NULL
"284","2022-11-13","Alcohol","262 Live","1 bira.","45.00","1.00","₺","2022-11-14 06:29:22","2022-11-14 06:29:22",NULL,NULL,"10",NULL
"285","2022-11-13","Alcohol","Crash Bar","3 bira.","50.00","3.00","₺","2022-11-14 06:30:31","2022-11-14 06:30:31",NULL,NULL,"10",NULL
"286","2022-11-14","Transportation","Yıkamacı","Araç yıkatma.","80.00","1.00","₺","2022-11-14 20:45:48","2022-11-14 20:45:48",NULL,NULL,"6",NULL
"287","2022-11-15","Meal","Katık","Dürüm.","40.00","1.00","₺","2022-11-15 17:53:57","2022-11-15 17:53:57",NULL,NULL,"3",NULL
"288","2022-11-16","Meal","Kebapçı","Beyran ve dürüm.","105.00","1.00","₺","2022-11-16 19:45:20","2022-11-16 19:45:20",NULL,NULL,"3",NULL
"289","2022-11-16","Meal","McDonald's","Köfte burger.","35.00","1.00","₺","2022-11-16 19:45:36","2022-11-16 19:45:36",NULL,NULL,"3",NULL
"290","2022-11-16","Alcohol","262 Live","2 bira","45.00","2.00","₺","2022-11-16 19:45:53","2022-11-16 19:45:53",NULL,NULL,"10",NULL
"291","2022-11-16","Fuel","Opet","134262. km yakıt.","22.83","37.62","₺","2022-11-16 20:23:28","2022-11-16 20:23:28",NULL,NULL,"2",NULL
"292","2022-11-16","Market","Opet","Dondurma ve çikolata.","25.00","1.00","₺","2022-11-16 20:23:55","2022-11-16 20:23:55",NULL,NULL,"1",NULL
"293","2022-11-17","Collection","Kitapçı","Malamander kitabı.","68.00","1.00","₺","2022-11-17 12:08:24","2022-11-17 12:08:24",NULL,NULL,"4",NULL
"294","2022-11-17","Market","Migros","Market alışverişi.","198.22","1.00","₺","2022-11-17 12:08:52","2022-11-17 12:08:52",NULL,NULL,"1",NULL
"295","2022-11-17","Market","Şok","Market alışverişi.","134.75","1.00","₺","2022-11-17 12:09:51","2022-11-17 12:09:51",NULL,NULL,"1",NULL
"296","2022-11-16","Bills","Amazon","Prime abonelik ücreti.","7.99","1.00","₺","2022-11-17 12:11:08","2022-11-17 12:11:08",NULL,NULL,"18",NULL
"297","2022-11-15","Coffee","Starbucks","Decaf kahve.","26.00","1.00","₺","2022-11-17 12:13:10","2022-11-17 12:13:10",NULL,NULL,"11",NULL
"298","2022-11-17","Coffee","Starbucks","kahve.","26.00","1.00","₺","2022-11-17 12:14:50","2022-11-17 12:14:50",NULL,NULL,"11",NULL
"299","2022-11-17","Collection","A101","5 kitap.","12.95","5.00","₺","2022-11-17 13:35:37","2022-11-17 13:35:37",NULL,NULL,"4",NULL
"300","2022-11-16","Accommodation","Şevket Durmuş","Çelikhalat 3. Kat mutfak dolapları.","8500.00","1.00","₺","2022-11-18 09:38:55","2022-11-18 09:38:55",NULL,NULL,"16",NULL
"301","2022-11-18","Meal","Lahmacuncu","Babamla öğle yemeği, 4 lahmacun 2 ayran.","80.00","1.00","₺","2022-11-19 08:19:34","2022-11-19 08:19:34",NULL,NULL,"3",NULL
"302","2022-11-20","Meal","Burger Amca","Chessburger","65.00","1.00","₺","2022-11-20 14:16:29","2022-11-20 14:16:29",NULL,NULL,"3",NULL
"303","2022-11-20","Coffee","Starbucks","kahve.","29.00","1.00","₺","2022-11-20 14:17:05","2022-11-20 14:17:05",NULL,NULL,"11",NULL
"304","2022-11-20","Clothes","Koton","Beyaz resmi gömlek.","165.24","1.00","₺","2022-11-20 14:30:04","2022-11-20 14:30:04",NULL,NULL,"15",NULL
"305","2022-11-20","Alcohol","262 Live","1 bira","45.00","1.00","₺","2022-11-20 19:52:42","2022-11-20 19:52:42",NULL,NULL,"10",NULL
"306","2022-11-20","Market","Migros","Market alışverişi.","36.25","1.00","₺","2022-11-20 19:53:29","2022-11-20 19:53:29",NULL,NULL,"1",NULL
"307","2022-11-19","Parking","İspark","Maltepe sahil","20.00","1.00","₺","2022-11-20 19:54:10","2022-11-20 19:54:10",NULL,NULL,"5",NULL
